order_key,allocation_id,branch_number,courier,cost,sku
order_1553,018cda86-7f62-7794-aa5b-72de61a2f4a9,010224,courier_a,69,36564057
order_1553,018cda86-7f62-7794-aa5b-72de61a2f4a9,015144,courier_a,69,36564057
order_1553,018cda86-7f62-7794-aa5b-72de61a2f4a9,015271,courier_a,69,"36564057, 36564057"
order_1554,018cdba3-b917-783b-94d7-8715ba03ccaa,330302,courier_b,55,"18039044, 18039045, 18039046, 18039041, 18038619, 18038615, 18038617, 18038620, 18038620, 60109941, 18027331, 18021009, 18045941"
order_1555,018cd9d6-6056-704d-a750-4b4dbcef718a,330104,lfs,,18035388
order_1556,018cd916-bed3-73ad-9bad-565b0774d827,002972,courier_a,69,60049745
order_1556,018cd916-bed3-73ad-9bad-565b0774d827,015240,courier_a,69,36541640
order_1557,018cda98-2a77-7f94-89df-52cf63beab88,000057,courier_a,87,60227620
order_1558,018cd792-d446-7da9-94e4-c9ba57358e0e,000487,courier_a,46,"59851958, 59851961"
order_1558,018cd792-d446-7da9-94e4-c9ba57358e0e,004112,courier_b,72,"59850070, 59851964"
order_1559,018cda0f-3c6a-7b42-b945-5f7926bcd948,000025,courier_a,87,"60305503, 60024635"
order_156,018cd853-7115-7308-99ba-3935ba478bf0,330302,courier_b,72,18044063
order_1560,018cda34-480a-7ea7-b563-3b4cde0f97d6,012993,courier_a,87,60113482
order_1560,018cda34-480a-7ea7-b563-3b4cde0f97d6,038924,courier_b,72,"60240298, 60113482"
order_1561,018cd97c-c113-7255-b9fc-39fb818b0fd4,330200,courier_a,69,"60109654, 18041388"
order_1562,018cd9da-d9a9-777d-b50f-b3ab3ad8723e,000740,courier_a,46,60015302
order_1562,018cd9da-d9a9-777d-b50f-b3ab3ad8723e,060953,courier_a,46,59954173
order_1563,018cd8bc-7e6a-71be-964e-16161de72790,003726,courier_a,87,59102057
order_1564,018cda2e-e8e3-77c0-80d8-a69517dc6b04,060641,courier_a,87,"60233248, 60233242"
order_1564,018cda2e-e8e3-77c0-80d8-a69517dc6b04,060979,courier_a,87,60035515
order_1565,018cd954-2659-7a37-a4df-b716d231bce6,002611,courier_a,38,59966904
order_1566,018cd881-2f2c-7ade-bccb-d768df4ee007,000981,courier_a,38,"59584838, 59584839, 59584841"
order_1567,018cd862-3de1-72d9-bfaf-588aec320c12,015144,courier_a,87,36540672
order_1567,018cd862-3de1-72d9-bfaf-588aec320c12,016548,courier_a,87,36540672
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,020400,courier_a,69,59355833
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,060103,courier_a,46,59873533
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,060781,courier_a,69,59966929
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,063806,courier_a,69,59873506
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,065462,courier_a,87,"60208086, 59898072"
order_1568,018cdacb-20cb-7ee4-919f-a3a3e118fee1,066445,courier_b,72,"59873827, 59647502, 59274803"
order_1569,018cda88-1727-7c65-89b4-f6dadeeeb437,060761,courier_a,87,59950887
order_157,018cd8d0-e0ce-76b9-a326-d188f644a620,060616,courier_a,22,58942953
order_1570,018cd8a8-01df-7e00-9734-8e07d0dfb8de,060903,courier_a,46,31345632
order_1571,018cd8f6-b939-7c8e-9283-2e9e7886d074,060480,courier_b,95,60112590
order_1572,018cd90c-d522-71d9-a4bb-e22e5b4b9cb0,330302,courier_b,62,60109986
order_1573,018cda94-7d41-718b-8160-565a9f091fc5,000337,courier_a,38,60227626
order_1573,018cda94-7d41-718b-8160-565a9f091fc5,038924,courier_b,62,60231057
order_1574,018cdaa4-5c97-71d2-ab18-ae1b4b8c84e4,000035,courier_a,46,"60117741, 60117735"
order_1574,018cdaa4-5c97-71d2-ab18-ae1b4b8c84e4,000054,courier_a,46,"60194092, 60194092"
order_1574,018cdaa4-5c97-71d2-ab18-ae1b4b8c84e4,000057,courier_a,46,60194092
order_1575,018cd9c8-fe03-7920-b767-34c66e898232,000981,courier_a,87,60225546
order_1575,018cd9c8-fe03-7920-b767-34c66e898232,030158,courier_a,87,"60259546, 60293412"
order_1575,018cd9c8-fe03-7920-b767-34c66e898232,060925,courier_a,87,60338946
order_1576,018cd9d6-7959-7a51-a5f2-8092d4cce4ac,060655,courier_a,38,59987760
order_1577,018cdb65-e6c3-75cf-8b6d-b608f5d528d6,007081,courier_b,62,60315163
order_1578,018cd98b-99d8-7a58-86ef-7a2bec76f05c,000033,courier_a,46,"10048587, 10040106"
order_1579,018cd871-6bc6-7dd5-a5ac-6d3e791cc888,060274,courier_b,62,59033102
order_158,018cda79-6f9d-7bcf-9271-14ceb9fd2bc2,000935,courier_a,62,59894948
order_1580,018cd9d5-301e-7821-8c39-6e53d66eb8b1,000054,courier_a,62,60237319
order_1580,018cd9d5-301e-7821-8c39-6e53d66eb8b1,060274,courier_b,62,"59616396, 60089650"
order_1581,018cd98e-c637-72c2-9967-c9404b938f7c,000025,courier_a,87,59102053
order_1581,018cd98e-c637-72c2-9967-c9404b938f7c,000426,courier_a,87,60240531
order_1581,018cd98e-c637-72c2-9967-c9404b938f7c,000490,courier_a,87,"60233320, 60116747"
order_1581,018cd98e-c637-72c2-9967-c9404b938f7c,004112,courier_b,95,60195549
order_1581,018cd98e-c637-72c2-9967-c9404b938f7c,038924,courier_b,95,"60314460, 60225472"
order_1582,018cd992-511a-76bb-abac-c2f3b962243f,060274,courier_b,62,60234930
order_1583,018cd9d1-fed1-7642-9915-09b129f57d6e,060274,courier_b,95,"31668268, 57255530"
order_1584,018cd820-da83-79ea-baac-2545db927c52,020419,courier_a,87,59570910
order_1585,018cda00-9648-79a2-a74b-a4af2ddad021,330302,courier_b,72,60404130
order_1586,018cd952-32f6-78a1-8ed1-a64f0eba2d7e,330086,courier_a,46,"18035058, 18010317"
order_1587,018cd95c-8e59-7cea-9615-86f6ecf5f93a,020411,courier_a,87,"57561595, 60195449"
order_1587,018cd95c-8e59-7cea-9615-86f6ecf5f93a,030466,courier_a,87,60120912
order_1587,018cd95c-8e59-7cea-9615-86f6ecf5f93a,030490,courier_a,87,60119805
order_1588,018cda5e-5d94-7251-b210-db200eb0c16a,000054,courier_c,20,"59919395, 60190714, 60190706"
order_1588,018cda5e-5d94-7251-b210-db200eb0c16a,000337,courier_a,46,60209432
order_1589,018cd90b-3aeb-7437-b82d-d075b13fb15b,060697,courier_a,46,60120281
order_159,018cd8e2-80eb-7e46-bea1-1e10f03c7c35,330086,courier_a,69,18038428
order_159,018cd8e2-80eb-7e46-bea1-1e10f03c7c35,330302,courier_b,55,"18041874, 18041874, 18042701, 18041876"
order_1590,018cd8ef-c329-78d5-afcb-4ae95e113c39,000981,courier_a,87,59437131
order_1591,018cdaba-46e0-75b0-820f-595c886e7e6f,000740,courier_a,62,59104972
order_1591,018cdaba-46e0-75b0-820f-595c886e7e6f,030460,courier_a,62,"60231548, 60196091, 59835651"
order_1591,018cdaba-46e0-75b0-820f-595c886e7e6f,030691,courier_a,62,60231550
order_1592,018cd905-4685-79cb-9d3f-0228bd188bb5,060940,courier_c,20,60324230
order_1593,018cda4d-04a0-7c61-a2e7-8c83dc09bf03,020400,courier_a,38,59842119
order_1593,018cda4d-04a0-7c61-a2e7-8c83dc09bf03,501870,courier_b,62,60333742
order_1594,018cd94d-92fd-745b-b6d4-128ebace8e03,063823,courier_a,69,59799995
order_1595,018cd944-d403-7299-adb9-19ce9bd57973,000957,courier_a,62,59925711
order_1596,018cdb10-24f3-74e5-80a8-256c4c9f005a,060293,courier_a,87,"60078231, 60140533"
order_1597,018cd8fe-8f27-7df9-8aa5-dc298f29fbd4,010253,courier_a,87,36532878
order_1598,018cd82c-3368-7d0c-8e35-b2bb824e4fe7,060480,courier_b,62,60113062
order_1599,018cd959-8369-7a7a-ad5f-064b90614cbe,000033,courier_a,38,60125636
order_16,018cd92f-637f-7dfa-96ce-52d2f07ea49b,066445,courier_b,55,"60119354, 60119082"
order_160,018cd99c-c94a-7272-a5f4-8f5f14220650,060823,courier_a,69,60192744
order_1600,018cd979-1791-7a81-8e69-3c891c4caa36,000822,courier_a,69,60209274
order_1601,018cdbaf-3630-7a92-953f-83e92fdeedc9,330302,courier_b,55,18028119
order_1602,018cd794-59c9-7c21-b13f-b864d792ca58,060905,courier_a,62,59956285
order_1603,018cd8d2-592e-76f4-9050-6a13c9d5d8fd,004112,courier_b,62,59883401
order_1604,018cd8bd-c529-7267-8675-47bb19b71668,028184,courier_b,62,59673635
order_1604,018cd8bd-c529-7267-8675-47bb19b71668,030433,courier_a,38,60131479
order_1605,018cd941-351c-7268-96ab-28b3c56799bb,000025,courier_a,38,"59772198, 59102054, 59910595, 59995603"
order_1605,018cd941-351c-7268-96ab-28b3c56799bb,000981,courier_a,38,59378086
order_1606,018cd880-7521-781c-a088-d55bdeae9640,330302,courier_b,95,"18043721, 18045743"
order_1607,018cd7e4-d851-789a-bef5-3ceeffc592de,330302,courier_b,62,59824076
order_1608,018cd84e-a1fc-725b-9374-265573c173ba,000683,courier_a,38,59277929
order_1609,018cd8e2-0ac9-7ceb-baeb-5656007db262,020305,courier_c,20,60234865
order_1609,018cd8e2-0ac9-7ceb-baeb-5656007db262,030757,courier_a,87,60287726
order_161,018cd8fa-1c02-7f44-817a-80879e762361,004112,courier_b,62,"59258821, 59258822"
order_1610,018cd8f6-4441-7461-a892-906a2f1eba4e,000927,courier_a,62,56256772
order_1611,018cdb5f-5d03-7195-ad29-0bb9ac74aaef,020499,courier_a,69,"60246466, 60209016"
order_1612,018cd7a9-67f7-7869-82a6-faa1ec4b0dda,020400,courier_a,62,59148523
order_1613,018cd901-f601-7334-8e61-3d50c1f45902,030612,courier_a,87,"60253018, 59834794, 60191329"
order_1614,018cda6f-9d32-71d7-b8fa-636b3b3c33fa,000749,courier_a,69,56620996
order_1614,018cda6f-9d32-71d7-b8fa-636b3b3c33fa,000822,courier_a,46,"56013414, 56013414"
order_1615,018cda29-e9bc-7481-877b-cf4edea25997,063823,courier_a,69,59797121
order_1616,018cdb06-6e33-7aef-b535-b8bd38bab2f6,000337,courier_a,38,60008958
order_1617,018cdb60-aca5-70ad-a473-9eea6d7fb829,063823,courier_a,87,59801435
order_1618,018cd8b4-1582-7f45-b759-8d102fc1cf80,060670,courier_c,20,59975629
order_1618,018cd8b4-1582-7f45-b759-8d102fc1cf80,066445,courier_b,72,60060082
order_1618,018cd8b4-1582-7f45-b759-8d102fc1cf80,501870,courier_b,72,60405570
order_1619,018cda0f-3cce-7936-b662-8e3619613c96,060274,courier_b,62,60144301
order_162,018cdaea-e9bb-71b4-a25e-d093d9396433,501870,courier_b,72,60252539
order_1620,018cd876-6dbd-7b20-9d22-2e8be9537f2d,000469,courier_a,87,59740270
order_1620,018cd876-6dbd-7b20-9d22-2e8be9537f2d,000683,courier_a,87,"60097276, 60352552, 60004849"
order_1620,018cd876-6dbd-7b20-9d22-2e8be9537f2d,000922,courier_a,87,59753716
order_1621,018cd93a-fec3-7852-8132-088d2b12bd7f,020400,courier_a,38,59734769
order_1622,018cda21-09e7-78b1-9e3e-ec63abb40d70,060656,courier_a,46,"60112035, 60109746"
order_1622,018cda21-09e7-78b1-9e3e-ec63abb40d70,060672,courier_a,69,60109719
order_1623,018cda75-c800-7229-96f9-f2afe72ff783,060274,courier_b,62,57255530
order_1624,018cdae1-94c1-78e1-a53e-5ddb6674fb77,330302,courier_b,72,18046581
order_1625,018cd7fb-b705-7e21-b72a-4266d09134c0,330302,courier_b,55,"18043208, 18043208"
order_1626,018cd9c8-ac12-7b07-8797-4d8bd3cbd4f0,060974,courier_a,22,"57619208, 60063131"
order_1627,018cd8be-3ab6-7f57-ad98-8f20674ce7eb,060640,courier_a,87,59934270
order_1627,018cd8be-3ab6-7f57-ad98-8f20674ce7eb,063823,courier_a,87,59934266
order_1628,018cdaf2-247b-7978-94cc-44a6cd4a72a3,060948,courier_a,87,60098515
order_1629,018cdba0-b62a-7b1a-9fb4-de1cee5ebd49,061793,courier_a,62,59996698
order_163,018cd9e2-c35e-77bb-a9f2-da8a792fd789,000981,courier_a,62,60233850
order_1630,018cd8cc-f8df-7ebc-a89a-befb8c0138c1,000437,courier_a,22,60109383
order_1631,018cda9d-67bd-7246-85fd-0554e358e3b5,063589,courier_a,69,"59874711, 59919489"
order_1632,018cd91d-16eb-75bb-9131-fa0c7ec376c6,038924,courier_b,62,60000497
order_1633,018cd893-caf5-79c9-8a06-25de748f78ed,060954,courier_a,87,"60064313, 59923257, 60110432, 59807896"
order_1634,018cdbbb-b3da-7892-906b-aa4847915cc4,060946,courier_a,46,60346507
order_1635,018cd9f5-c3de-7a70-92f9-5e6d712596f0,020310,courier_a,62,59635878
order_1636,018cda2b-3fd9-77ba-a0e6-76668c6879f9,000927,courier_a,69,"60006922, 60046692"
order_1636,018cda2b-3fd9-77ba-a0e6-76668c6879f9,330084,courier_a,69,18017090
order_1637,018cd988-99ed-74e8-aed7-c3dffe994e95,060950,courier_a,22,60205704
order_1638,018cd8cb-5529-7dcc-9378-59133ec17cef,000740,courier_a,69,59881404
order_1639,018cd915-847a-7291-bd59-8a651044e8b3,060640,courier_a,69,60021100
order_164,018cd9ec-d75b-7d76-9f02-06a760952c2e,060480,courier_b,72,59928450
order_1640,018cdac3-52b2-74b4-b4ed-24fa3174f7ca,028184,courier_b,95,59400911
order_1641,018cda44-1dea-73bc-8f2f-8866cd5f5e8a,060274,courier_b,72,60125171
order_1642,018cd816-5698-79a8-abaa-c4d131d5de39,066927,courier_a,69,60032665
order_1643,018cd892-612b-7a48-a614-ee6ffc3aaa6f,060932,courier_a,46,31571644
order_1644,018cd876-3371-7b11-a28c-e60d6edbdd6f,038924,courier_b,95,60076105
order_1644,018cd876-3371-7b11-a28c-e60d6edbdd6f,060655,courier_a,87,"60102047, 59992600"
order_1644,018cd876-3371-7b11-a28c-e60d6edbdd6f,060737,courier_a,87,59998008
order_1644,018cd876-3371-7b11-a28c-e60d6edbdd6f,060762,courier_a,87,60028098
order_1644,018cd876-3371-7b11-a28c-e60d6edbdd6f,060773,courier_a,87,59992046
order_1645,018cd892-60a3-7a6b-9fb2-3b34fbefbc20,060762,courier_a,87,60045176
order_1646,018cd9c3-0e65-785d-acad-1c489126a025,060670,courier_a,87,"60013774, 60010363, 60013843, 60010845"
order_1646,018cd9c3-0e65-785d-acad-1c489126a025,060759,courier_a,87,60013806
order_1647,018cdaf4-c4dd-722a-ab04-8a20435fd566,000927,courier_a,69,59900890
order_1647,018cdaf4-c4dd-722a-ab04-8a20435fd566,001028,courier_a,46,60251472
order_1648,018cda6c-4963-71a1-8d0d-8d87f47514d8,000028,courier_c,20,59725705
order_1649,018cda8e-5e2f-7b8a-aa4b-214a1c7d0d6d,000522,courier_a,87,"60121077, 60121091"
order_1649,018cda8e-5e2f-7b8a-aa4b-214a1c7d0d6d,000740,courier_a,87,10042851
order_1649,018cda8e-5e2f-7b8a-aa4b-214a1c7d0d6d,016347,courier_a,87,59909066
order_1649,018cda8e-5e2f-7b8a-aa4b-214a1c7d0d6d,060835,courier_a,87,"59909066, 60124131"
order_165,018cd85a-c3c1-7496-9ca3-a5793f830848,020950,courier_a,22,59618935
order_1650,018cd98f-2d76-7314-97b1-3b7c9e494d88,000054,courier_a,69,"60279131, 56000738"
order_1650,018cd98f-2d76-7314-97b1-3b7c9e494d88,000402,courier_a,87,59803159
order_1650,018cd98f-2d76-7314-97b1-3b7c9e494d88,008318,courier_a,46,"59835732, 60081906, 60329170, 60241875"
order_1650,018cd98f-2d76-7314-97b1-3b7c9e494d88,030434,courier_a,69,60215454
order_1651,018cd9e1-7545-779b-8b43-9cdcc52b9594,000919,courier_a,38,"60282241, 60313106"
order_1651,018cd9e1-7545-779b-8b43-9cdcc52b9594,016347,courier_a,22,36546041
order_1652,018cd9a9-eb56-71d6-970c-2e1ce509ffe2,000337,courier_a,38,60095557
order_1652,018cd9a9-eb56-71d6-970c-2e1ce509ffe2,000487,same_store,,59685004
order_1652,018cd9a9-eb56-71d6-970c-2e1ce509ffe2,060948,courier_a,38,60041428
order_1653,018cdb27-9a68-7f95-b1fa-6526a9bd3ff5,330027,courier_a,69,"18018961, 18034380, 18034380"
order_1654,018cd91d-8a3b-78bf-bda1-f555db9f5d1c,060772,courier_a,38,60411522
order_1655,018cd9c4-2838-77d3-b876-b1c3605c1c95,000707,courier_a,62,60279987
order_1656,018cda3b-2e5d-7c58-97f0-4f1da4730e30,000407,courier_a,87,59776929
order_1656,018cda3b-2e5d-7c58-97f0-4f1da4730e30,060902,courier_a,87,59496383
order_1657,018cd842-baf4-7fff-9436-536f9e17d870,010932,courier_a,69,36517158
order_1658,018cd8f7-441d-708f-b221-2e7fce7be521,060697,courier_a,22,59928829
order_1659,018cd96e-367a-71ec-9773-72ea71b15ec2,330302,courier_b,55,60214377
order_166,018cd8c0-53d6-70e1-8f2a-9b6a197b8ca5,012993,courier_a,38,36431280
order_1660,018cd898-ccf6-7f92-a46d-8924ecd988a3,020400,courier_a,62,59355847
order_1661,018cd958-0862-794d-9caa-909e3b2e7cf4,000025,courier_a,69,59102054
order_1661,018cd958-0862-794d-9caa-909e3b2e7cf4,000407,courier_a,87,"60121090, 60121077"
order_1661,018cd958-0862-794d-9caa-909e3b2e7cf4,030612,courier_a,69,"60201137, 60201151"
order_1661,018cd958-0862-794d-9caa-909e3b2e7cf4,060775,courier_a,87,60211010
order_1662,018cdacb-521d-7ee6-8b21-ce3beee2e1af,000116,courier_a,46,59284893
order_1662,018cdacb-521d-7ee6-8b21-ce3beee2e1af,004112,courier_b,72,"17027779, 59429858, 59622875"
order_1663,018cd97b-4319-70e6-998e-1551ec407893,060952,courier_a,87,60324230
order_1664,018cdb0f-e8b8-74e2-8e66-84f8277e93dd,060757,courier_a,87,"60001308, 60045146, 60045173"
order_1665,018cd8f2-40b1-7d6c-831e-c1280587d11b,000638,courier_a,62,60222969
order_1666,018cd91b-7b05-7477-9386-d9637daebe55,330302,courier_b,62,"60110026, 60110026, 60110026"
order_1667,018cd9a5-0955-7014-afba-cce44b8965c6,020400,courier_a,87,59598866
order_1667,018cd9a5-0955-7014-afba-cce44b8965c6,020906,courier_a,87,59615184
order_1667,018cd9a5-0955-7014-afba-cce44b8965c6,028184,courier_b,95,60016151
order_1667,018cd9a5-0955-7014-afba-cce44b8965c6,038924,courier_b,95,60252791
order_1668,018cd74c-ec42-7d67-ad18-c926e099301f,000028,courier_c,20,"60243640, 60287888"
order_1668,018cd74c-ec42-7d67-ad18-c926e099301f,000128,courier_a,46,59684118
order_1668,018cd74c-ec42-7d67-ad18-c926e099301f,004112,courier_b,72,60282297
order_1669,018cd7de-171c-77c4-8cb0-75a879cb4bf2,000818,courier_b,62,57233411
order_167,018cdbb9-7281-7885-a23c-fe18a3de8362,020400,courier_a,38,"59867598, 59867597"
order_167,018cdbb9-7281-7885-a23c-fe18a3de8362,020454,courier_a,38,"60117977, 59784611"
order_1670,018cd8cf-cbb5-764b-a30b-389588cf7d22,060948,courier_a,87,60039491
order_1671,018cdb63-0645-70c7-99bd-9a4f3fb9d72b,030465,courier_a,46,"60025702, 60009924, 60205280"
order_1671,018cdb63-0645-70c7-99bd-9a4f3fb9d72b,060697,courier_a,46,"59924060, 60045520"
order_1672,018cd914-7208-7cb6-9e28-06c807f9e38f,020305,courier_a,87,"60283100, 60052546"
order_1673,018cdb36-fdae-7e03-b774-5d316fc8bb87,330102,lfs,,18035888
order_1673,018cdb36-fdae-7e03-b774-5d316fc8bb87,330302,courier_b,55,"60106260, 60106260"
order_1674,018cdad2-9f43-7747-a341-eb252d5434f3,000474,courier_a,62,"59685014, 59685014, 60078350"
order_1674,018cdad2-9f43-7747-a341-eb252d5434f3,030467,courier_a,62,59869791
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,000122,courier_c,20,60006920
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,000200,courier_c,20,60365295
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,000783,courier_a,87,60094116
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,030460,courier_a,87,60134091
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,030467,courier_a,87,60017817
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,038924,courier_b,72,"59975887, 60214799"
order_1675,018cd98f-416e-723b-b7f2-c0277046b44e,060670,courier_c,20,"59924060, 31636660, 60126761"
order_1676,018cd9f0-c5d3-7013-b00c-185069c45fb1,000683,courier_a,62,60075614
order_1677,018cd9e3-bb3f-7849-b1d0-7cb82714d1f9,060532,courier_a,87,60112338
order_1678,018cd929-adde-7cba-b05c-6e0252ac5886,060480,courier_b,55,60050340
order_1679,018cd952-0fa4-7187-9fb4-66fbb8447ee6,000822,courier_a,69,59400956
order_168,018cd8b5-6072-754a-8536-026146b29033,000740,courier_a,69,"57236289, 57236278, 60046327, 57468628"
order_1680,018cd9cd-01f7-70fa-96e3-5bb9b757e566,000922,courier_a,87,10039153
order_1680,018cd9cd-01f7-70fa-96e3-5bb9b757e566,004112,courier_b,95,"59787468, 59883399, 10035967"
order_1681,018cd989-6978-7429-b729-9c087f0d5437,010253,courier_a,87,36493026
order_1682,018cd992-1062-7a32-9d5b-d50985aa1957,060759,courier_a,62,59697681
order_1683,018cd9b8-1688-75db-8fc8-d9d383b8486d,065573,courier_a,46,60355442
order_1684,018cda1c-0d7a-7913-8953-355d61d5e20d,000957,courier_a,87,59900888
order_1685,018cd9e3-6b54-78b2-8e75-653dd6bb2dd9,060759,courier_a,38,59099088
order_1686,018cda40-ad0e-72c2-9410-1ce7906ccef7,020400,courier_a,38,59778000
order_1687,018cd8fe-3785-72d2-83bb-6a0531cd8be7,000470,courier_a,22,"59630178, 59630173"
order_1687,018cd8fe-3785-72d2-83bb-6a0531cd8be7,004112,courier_b,62,60199549
order_1687,018cd8fe-3785-72d2-83bb-6a0531cd8be7,030433,courier_a,38,60091785
order_1688,018cdae5-8d4a-7bf8-81b7-e201fc096481,000638,courier_a,87,60085775
order_1688,018cdae5-8d4a-7bf8-81b7-e201fc096481,000766,courier_a,87,60310649
order_1688,018cdae5-8d4a-7bf8-81b7-e201fc096481,000822,courier_a,87,60312215
order_1689,018cda16-ce5c-72be-a239-12348cfbd407,000054,courier_a,69,"59851964, 59851961, 59851958"
order_1689,018cda16-ce5c-72be-a239-12348cfbd407,010038,courier_a,69,59858100
order_1689,018cda16-ce5c-72be-a239-12348cfbd407,064819,courier_a,87,59858100
order_169,018cdb5c-39c2-726c-a0d7-c815cb544c4b,330562,courier_a,69,"18040783, 18040783, 18040783"
order_1690,018cd90f-00a7-788e-bc19-53e9309f9c9b,016548,courier_a,69,36540674
order_1691,018cda8d-ba65-7b7f-9bd4-7e5c86d9afee,060903,courier_a,87,"31571644, 31571644, 60339088, 60346568"
order_1692,018cd8fb-e9da-7845-832e-1cec00faa8d6,501870,courier_b,72,60292656
order_1693,018cd91f-33b0-7a82-840c-0054e5517676,000051,courier_a,87,"60241259, 60108936"
order_1693,018cd91f-33b0-7a82-840c-0054e5517676,060953,courier_a,87,"60305725, 60158019"
order_1694,018cd8af-2c33-7f51-b72e-b8b426a72c33,065949,courier_a,46,"59883746, 59883903"
order_1695,018cdb42-b737-7264-8c39-08576c303a2d,000445,courier_a,87,"60282110, 17025115"
order_1695,018cdb42-b737-7264-8c39-08576c303a2d,000470,courier_a,87,60313322
order_1695,018cdb42-b737-7264-8c39-08576c303a2d,004112,courier_b,95,"57400419, 60125914, 60211298"
order_1696,018cda00-174f-7bd5-b5c7-7cb5e68ac111,000054,courier_a,87,60227860
order_1697,018cda2a-a6cb-7e64-b5b2-bcb64406c181,004112,courier_b,55,17029626
order_1697,018cda2a-a6cb-7e64-b5b2-bcb64406c181,330302,courier_b,55,"18006298, 18044313"
order_1698,018cdb02-16c8-7485-849d-9aff6803535c,060480,courier_b,72,59943861
order_1699,018cda5c-1308-71e5-b822-fcf1f6a9dd31,060274,courier_b,62,60066042
order_17,018cdb2f-73f0-7dd0-a15d-03c35bb74079,000025,courier_a,38,60215929
order_170,018cdb6e-d3e6-7065-a2e1-d15aeb4ae2d6,020400,courier_a,87,"59857003, 59857029"
order_1700,018cda8f-2d88-70ee-a939-eb01c0bd1554,060762,courier_a,87,"59866832, 59866832, 59866832, 59866833"
order_1701,018cd921-431d-72ec-9e88-c2e6168b4621,330302,courier_b,55,"18023484, 18035056"
order_1702,018cd9da-bf59-70df-bdaa-4ed99e9ff8c7,000051,courier_a,62,60026405
order_1702,018cd9da-bf59-70df-bdaa-4ed99e9ff8c7,038924,courier_b,62,60228819
order_1703,018cd9f5-9ba0-717f-989e-8842f80ec9a5,000126,courier_a,62,60094115
order_1704,018cda72-7dd2-7127-9a32-5c906ff7009d,060785,courier_a,38,59797219
order_1705,018cda8e-0f4b-70d1-ab27-1dfba318ad32,007081,courier_b,95,59924699
order_1706,018cda5e-b116-7bc2-92c4-58f441d017f8,000033,courier_a,38,60243266
order_1706,018cda5e-b116-7bc2-92c4-58f441d017f8,000035,courier_a,38,"60047498, 60305261"
order_1707,018cd7be-5762-7799-904d-8bae3eb1ee97,000402,courier_a,87,"60094115, 60047738, 60301135, 57466580, 57400317, 57547814, 60094125, 59889314, 60248697"
order_1707,018cd7be-5762-7799-904d-8bae3eb1ee97,000732,courier_a,69,60301161
order_1707,018cd7be-5762-7799-904d-8bae3eb1ee97,007527,courier_a,69,60048788
order_1708,018cdacc-26c9-7708-be72-5a96cd6e52bd,060274,courier_b,55,59520281
order_1708,018cdacc-26c9-7708-be72-5a96cd6e52bd,060851,courier_a,87,31571644
order_1709,018cdade-24bf-78c9-85fc-3193718cd0d2,060274,courier_b,62,31571643
order_171,018cd9e1-e289-7970-972c-8b5647801c52,000402,courier_a,87,60120509
order_171,018cd9e1-e289-7970-972c-8b5647801c52,016347,courier_a,87,36542428
order_171,018cd9e1-e289-7970-972c-8b5647801c52,501870,courier_b,95,60359413
order_1710,018cda69-24de-7fb7-9f2f-60a7a2b03388,020400,courier_a,87,"59778406, 59598881"
order_1710,018cda69-24de-7fb7-9f2f-60a7a2b03388,030658,courier_a,87,"60316861, 60199970"
order_1711,018cdb7d-d01c-7696-bfc7-36f7b0aff6bf,330302,courier_b,72,"60007906, 18040573"
order_1712,018cda44-560d-73dc-8445-57303befc881,060661,courier_a,87,59499315
order_1713,018cda08-9607-7641-9cc6-54181c966a27,000685,courier_a,87,"60282008, 59614029, 60241405"
order_1713,018cda08-9607-7641-9cc6-54181c966a27,004112,courier_b,95,"59584823, 60109394"
order_1713,018cda08-9607-7641-9cc6-54181c966a27,009667,courier_a,87,"60033782, 59889314, 60006529"
order_1713,018cda08-9607-7641-9cc6-54181c966a27,030433,courier_a,87,"59922211, 59922214"
order_1713,018cda08-9607-7641-9cc6-54181c966a27,038924,courier_b,95,60338787
order_1714,018cd918-0b3c-7e05-93c7-f26383dcccbc,060853,courier_a,87,"59825990, 59825990"
order_1715,018cda89-d3c2-7c90-9a6b-10a7d5658bb3,060737,courier_a,62,57036129
order_1716,018cd788-e0e4-7d9d-81df-04980e93dbd8,060772,courier_a,69,60411522
order_1717,018cd882-f33d-798a-8f48-125efef69aed,000028,courier_a,46,60026232
order_1717,018cd882-f33d-798a-8f48-125efef69aed,000394,courier_a,87,"59429496, 57428304"
order_1717,018cd882-f33d-798a-8f48-125efef69aed,000445,courier_a,69,"56010037, 59897023, 56010038, 60002768, 60281861, 57454144, 56009905"
order_1717,018cd882-f33d-798a-8f48-125efef69aed,000683,courier_a,69,"59915807, 60225260"
order_1718,018cdb54-f95a-7249-b8df-672864295f67,000919,courier_a,69,59159782
